Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2013-04-25,Albury,5.7,20.5,0,NA,NA,WSW,31,E,W,2,15,83,48,1023.9,1021.4,7,3,10.2,19.3,No,No
2013-04-26,Albury,6,21.4,0,NA,NA,W,26,NA,W,0,13,79,53,1024.8,1022,2,1,13.2,20.5,No,No
2013-04-27,Albury,5.6,23.1,0,NA,NA,N,24,NNE,NNW,7,11,90,44,1023,1017.6,1,NA,11.8,22.8,No,No
2013-04-28,Albury,7.9,26.5,0,NA,NA,WNW,28,ENE,W,6,17,66,28,1017.8,1015.2,5,7,16.7,24.9,No,No
2013-04-29,Albury,7.9,15.8,0.2,NA,NA,W,17,NA,NW,0,2,92,77,1024.2,1024.4,8,7,12.1,15.6,No,Yes
2013-04-30,Albury,8.6,20.4,2.6,NA,NA,WSW,19,SSE,SW,6,9,77,62,1025.6,1021.9,NA,3,13,19.3,Yes,No
2013-05-01,Albury,9.3,17.9,0.2,NA,NA,WSW,33,S,WSW,6,19,83,50,1020.9,1019.3,7,NA,11.9,17.5,No,No
2013-05-02,Albury,2.5,18.6,0,NA,NA,SSE,24,SE,SE,9,9,74,38,1027.7,1025.4,NA,NA,8.6,16.9,No,No
2013-05-03,Albury,1.7,20.6,0,NA,NA,NE,22,ENE,NNW,7,6,79,35,1027.4,1020.9,NA,NA,9.1,20.4,No,No
2013-05-04,Albury,6.6,19.7,0.4,NA,NA,W,28,SSE,W,4,19,81,38,1021.9,1020.4,NA,NA,12.4,19,No,No
2013-05-05,Albury,1.6,17.9,0,NA,NA,SSE,17,SSE,E,7,9,66,35,1025.8,1022.6,NA,NA,9.3,16.3,No,No
2013-05-06,Albury,2.5,18.6,0,NA,NA,SE,22,E,SE,4,13,66,37,1027.2,1023.2,NA,NA,9.3,17.9,No,No
2013-05-07,Albury,3.9,NA,0,NA,NA,NA,NA,NA,NA,0,NA,72,NA,1028.6,NA,NA,NA,9.8,NA,No,NA
2013-05-08,Albury,7.7,21.9,NA,NA,NA,NA,NA,NA,ESE,0,7,77,48,1030.7,1027,1,NA,11.7,21.6,NA,NA
2013-05-09,Albury,4.7,22.3,NA,NA,NA,NA,NA,SE,SE,2,9,81,54,1031.7,1027.9,NA,NA,12.5,21.7,NA,NA
2013-05-10,Albury,6.2,23.2,NA,NA,NA,SE,13,NA,SSE,0,9,86,38,1031.8,1027.9,NA,NA,12.4,23.2,NA,No
2013-05-11,Albury,5.7,23.4,0,NA,NA,SE,24,NA,SSE,0,13,81,39,1030.5,1025.1,NA,NA,12.6,23.1,No,No
2013-05-12,Albury,5,24.2,0,NA,NA,NNE,46,NA,NNE,0,15,82,38,1025,1019.2,NA,4,11.4,22.7,No,Yes
2013-05-13,Albury,11.3,15.7,9.8,NA,NA,W,41,N,W,15,22,96,65,1015.3,1013.6,8,8,14,15,Yes,Yes
2013-05-14,Albury,1.9,11.6,4.6,NA,NA,N,22,NA,NNW,0,15,100,82,1015.8,1013.7,8,8,6.1,11.2,Yes,Yes
2013-05-15,Albury,6.1,13.7,7.4,NA,NA,WNW,39,NE,NW,11,15,97,79,1012.2,1010,8,8,9.6,12,Yes,Yes
2013-05-16,Albury,9.1,14,1.4,NA,NA,SW,50,NW,W,19,17,90,76,1010.7,1009.9,7,8,9.4,12.2,Yes,Yes
2013-05-17,Albury,3.5,14.9,1.6,NA,NA,WNW,31,W,WNW,11,9,100,71,1015.9,1014.4,7,5,7.8,14.6,Yes,No
2013-05-18,Albury,1.4,13.1,0,NA,NA,W,31,WSW,W,2,15,100,62,1018,1016,8,8,5.6,12.4,No,No
2013-05-19,Albury,0.6,15,0.2,NA,NA,WNW,28,S,W,4,19,100,63,1020.4,1018,8,7,5,13.3,No,Yes
2013-05-20,Albury,2.9,14.6,1.4,NA,NA,E,20,ENE,E,2,15,99,72,1020.3,1016,8,8,8.5,14.3,Yes,No
2013-05-21,Albury,5.3,14.9,1,NA,NA,SSE,15,S,ESE,9,4,100,55,1018.1,1015.8,8,NA,6.9,14.3,No,No
2013-05-22,Albury,2.8,13.5,0,NA,NA,NNW,15,NNW,NA,4,0,98,79,1014.1,1011.7,NA,8,6.1,10.8,No,No
2013-05-23,Albury,5.4,17.2,0,NA,NA,SE,33,SSE,SSE,17,20,59,45,1016.9,1017.6,NA,NA,13.5,16.9,No,No
2013-05-24,Albury,1.4,17.4,0,NA,NA,WNW,22,S,WNW,7,7,75,40,1024.2,1021.8,NA,NA,7.8,17,No,No
2013-05-25,Albury,-0.2,16.3,0,NA,NA,W,22,NA,WNW,0,11,100,57,1026.6,1024.8,8,NA,4.6,15.8,No,No
2013-05-26,Albury,1.3,12.8,0.2,NA,NA,NNE,9,NA,S,0,6,100,81,1029.2,1026,8,NA,5.5,12.4,No,No
2013-05-27,Albury,1.1,16.6,0,NA,NA,SE,17,NNE,SE,7,9,100,53,1030.5,1028.2,8,NA,5.3,15.7,No,No
2013-05-28,Albury,2.7,18,0.2,NA,NA,SE,15,NA,SE,0,11,79,62,1031.6,1027.7,NA,1,9.9,17.4,No,No
2013-05-29,Albury,4.2,19.3,0,NA,NA,N,22,NA,SSE,0,7,100,57,1030.3,1026.1,7,1,7.8,19,No,No
2013-05-30,Albury,7.8,15.2,0.6,NA,NA,ENE,26,SSE,ENE,11,9,98,91,1026.6,1024.9,8,8,11.2,14.4,No,Yes
2013-05-31,Albury,11.2,17.6,16,NA,NA,NE,30,NE,NE,6,13,100,82,1026.2,1022.7,7,8,13.9,17,Yes,Yes
2013-06-01,Albury,10.3,15.4,19.4,NA,NA,N,35,NNW,N,19,7,99,98,1015.9,1011.5,8,8,14.6,15.3,Yes,Yes
2013-06-02,Albury,11.4,17.3,53.4,NA,NA,SSW,31,SSE,SSW,13,17,68,48,1013.4,1015.3,4,NA,12.3,16.9,Yes,No
2013-06-03,Albury,0.6,14.3,0.2,NA,NA,SW,22,NA,NW,0,11,84,70,1024.6,1023,NA,8,5.6,13,No,No
2013-06-04,Albury,1.9,14.5,0,NA,NA,S,11,ENE,SE,6,4,100,69,1027.8,1025.3,8,NA,5.5,13.8,No,No
2013-06-05,Albury,3.5,13.6,0,NA,NA,E,59,NA,ENE,NA,13,100,71,1025,1022.2,5,NA,8.1,13.2,No,No
2013-06-06,Albury,5.8,15,0.4,NA,NA,N,22,SE,N,2,13,100,65,1021.9,1019.6,NA,8,8.5,14.8,No,Yes
2013-06-07,Albury,8.5,16.9,1.2,NA,NA,WNW,39,N,WNW,19,20,95,64,1020.1,1021.5,8,8,12,15.1,Yes,No
2013-06-08,Albury,1.7,14.6,1,NA,NA,SE,13,E,NE,2,9,100,65,1031.3,1029.3,1,NA,7.2,13.4,No,No
2013-06-09,Albury,0.6,13.8,0.2,NA,NA,WNW,13,NA,ESE,0,7,100,71,1028.2,1024.6,NA,1,5.3,13.2,No,No
2013-06-10,Albury,3.1,13.8,0,NA,NA,NNW,13,NA,ESE,0,7,100,80,1021.1,1019.6,NA,8,7.8,13.2,No,No
2013-06-11,Albury,3.4,15.6,0,NA,NA,E,20,SSW,E,2,15,100,67,1022.1,1017.8,8,NA,6.4,15.4,No,Yes
2013-06-12,Albury,4.9,11.8,15,NA,NA,SE,28,SE,ESE,13,6,100,100,1011.4,1008.4,8,8,10,11.5,Yes,Yes
2013-06-13,Albury,10,13.4,16.8,NA,NA,WNW,28,N,W,7,13,NA,93,1007.1,1005.5,8,8,NA,12.3,Yes,Yes
2013-06-14,Albury,4.3,12.2,3.6,NA,NA,NW,11,NA,SE,0,6,100,90,1009,1009.4,8,8,7.2,12,Yes,No
2013-06-15,Albury,1.2,15.4,0.2,NA,NA,WNW,17,NW,E,4,7,93,51,1016.8,1016.7,NA,1,5.7,14,No,No
2013-06-16,Albury,-0.2,14.3,0,NA,NA,WNW,17,NA,WNW,0,9,83,51,1018.7,1015.5,NA,NA,4.8,14,No,No
2013-06-17,Albury,0.3,10.4,0.2,NA,NA,S,11,NA,SW,0,2,100,83,1014.1,1011.9,8,7,4.5,10.2,No,No
2013-06-18,Albury,3.1,15.5,0.6,NA,NA,SSW,15,WNW,WSW,2,11,100,63,1016.5,1016,5,6,7,14.5,No,No
2013-06-19,Albury,0.8,14.5,0,NA,NA,SSE,24,NA,S,0,7,89,52,1025.8,1024.1,NA,NA,4.7,13.9,No,No
2013-06-20,Albury,0,14.1,0,NA,NA,WSW,15,SE,SW,4,7,97,50,1026.3,1022.5,NA,NA,3.7,13.6,No,No
2013-06-21,Albury,-0.5,13.2,0.2,NA,NA,SE,13,NA,SE,0,9,97,60,1022.8,1019.9,NA,NA,3.4,12.7,No,No
2013-06-22,Albury,-1.3,13.9,0,NA,NA,SSE,15,ESE,S,6,7,87,53,1026.1,1024.8,NA,NA,3.9,13.7,No,No
2013-06-23,Albury,-0.4,14.1,0,NA,NA,SE,19,NNW,SSE,9,7,89,51,1031.2,1027.8,3,NA,4.3,13.9,No,No
2013-06-24,Albury,2,13.1,0,NA,NA,SSE,26,NA,SSW,0,7,84,85,1026.9,1023.2,8,8,7.8,10.6,No,No
2013-06-25,Albury,7.8,17,1,NA,NA,SSE,39,SSE,SSE,19,17,56,51,1023,1020.9,NA,NA,12.8,16.8,No,No
2013-06-26,Albury,0.9,16.8,0,NA,NA,SE,48,NA,ESE,0,6,81,51,1024.5,1021.8,NA,NA,6.5,16,No,No
2013-06-27,Albury,-0.1,14.1,0,NA,NA,E,11,SE,ENE,6,7,95,67,1024.3,1021.3,NA,NA,3.6,12.6,No,No
2013-06-28,Albury,2,16,0,NA,NA,N,13,NA,SE,0,6,92,59,1025.2,1022.4,5,NA,6.5,15.5,No,No
2013-06-29,Albury,4.3,18.4,0,NA,NA,WNW,17,NA,SSE,0,2,100,60,1026.2,1023.7,1,NA,7.1,17.5,No,No
2013-06-30,Albury,1.4,15.7,0,NA,NA,W,19,NA,W,0,13,97,54,1028.2,1025.8,NA,NA,6.3,15.6,No,No
2013-07-01,Albury,2,12.9,0,NA,NA,ENE,20,NA,NNE,0,9,100,82,1026.8,1024.8,8,7,7.4,12.5,No,No
2013-07-02,Albury,7.4,16,0.6,NA,NA,WNW,26,NE,WNW,2,17,100,65,1025.8,1023.9,1,NA,11.2,15.7,No,No
2013-07-03,Albury,3.1,14.8,0,NA,NA,E,15,NA,E,0,11,100,69,1025.7,1022.2,8,5,5.2,13.6,No,No
2013-07-04,Albury,1.9,15.4,0.2,NA,NA,N,48,ENE,N,9,19,83,59,1016.4,1011.5,8,8,8.9,14.1,No,No
2013-07-05,Albury,8.4,12.2,0,NA,NA,WNW,72,WNW,WNW,30,20,73,56,1011.7,1014,8,1,9,11.5,No,Yes
2013-07-06,Albury,4.8,13.3,1.6,NA,NA,NNW,35,NNW,NW,11,20,83,60,1021.6,1019.8,8,8,7.8,12.7,Yes,Yes
2013-07-07,Albury,6.1,13,2.2,NA,NA,WNW,39,N,E,11,7,91,74,1028.1,1027.4,8,6,8.2,11.5,Yes,Yes
2013-07-08,Albury,4.6,13.9,2.6,NA,NA,W,26,NNE,W,6,17,100,61,1033.4,1032.5,4,3,7.6,13.2,Yes,No
2013-07-09,Albury,-0.5,12.6,0,NA,NA,SE,17,NA,SSW,0,6,90,55,1037.3,1033.3,NA,NA,5.2,12.2,No,No
2013-07-10,Albury,3.2,14.9,0.2,NA,NA,ESE,15,NA,S,0,6,78,55,1033.7,1031.1,NA,NA,6.1,14.3,No,No
2013-07-11,Albury,1.7,15.1,0,NA,NA,SE,15,NA,E,0,7,84,60,1035.2,1032,NA,NA,6.6,13.9,No,No
2013-07-12,Albury,1.5,15.8,0,NA,NA,SE,19,NNW,ESE,4,7,100,64,1032,1028.3,3,8,5.1,14.4,No,No
2013-07-13,Albury,5,14.8,0,NA,NA,ENE,17,NA,ESE,0,7,100,74,1029.4,1026.1,5,6,8,14,No,Yes
2013-07-14,Albury,8,14,5,NA,NA,N,33,ESE,ENE,9,7,100,90,1025.2,1022.7,7,8,11.1,13,Yes,Yes
2013-07-15,Albury,11.1,14.6,5,NA,NA,NNE,37,N,N,11,9,86,89,1022.1,1020.9,8,8,13.7,14,Yes,Yes
2013-07-16,Albury,10.1,15.5,2.4,NA,NA,E,20,ENE,SE,7,6,100,85,1024.6,1022.3,6,8,11.2,14.5,Yes,Yes
2013-07-17,Albury,11.1,18,2,NA,NA,NE,24,ENE,ENE,7,13,100,78,1022.1,1018.8,8,8,13.1,17.1,Yes,No
2013-07-18,Albury,12.1,20.5,0,NA,NA,NNE,57,NE,NE,17,22,73,69,1019.1,1013.7,NA,1,16.1,19.1,No,Yes
2013-07-19,Albury,13.5,17.3,33.6,NA,NA,NNE,52,NNW,NNW,26,26,83,69,1010.3,1008.7,8,8,15.2,15.7,Yes,Yes
2013-07-20,Albury,8.3,11.9,4.4,NA,NA,NNW,52,N,WNW,9,19,89,78,1006.5,1005.2,8,8,9.7,8.8,Yes,Yes
2013-07-21,Albury,4.5,11.2,7.2,NA,NA,NW,35,N,NNW,11,15,92,65,1016.6,1014.9,7,7,4.7,9.2,Yes,No
2013-07-22,Albury,4.4,11.7,0,NA,NA,N,31,N,NNW,9,9,76,73,1018.6,1017.5,6,8,7.6,10.2,No,No
2013-07-23,Albury,3.4,12.4,0.6,NA,NA,WNW,30,W,WNW,7,17,100,73,1023.7,1023.8,8,1,6.6,12.2,No,No
2013-07-24,Albury,1.9,14.7,0,NA,NA,W,17,SE,W,7,6,100,56,1030.7,1028.9,7,NA,3.6,14,No,No
2013-07-25,Albury,0.8,11.3,0,NA,NA,SE,13,SE,ENE,9,7,100,73,1031.1,1028.4,8,NA,4,11.1,No,No
2013-07-26,Albury,3.5,12.8,0,NA,NA,SE,17,S,ESE,7,11,98,63,1029.4,1027.2,8,7,5.9,11.7,No,No
2013-07-27,Albury,0.3,13.9,0,NA,NA,ENE,19,NA,SE,0,9,100,69,1030.1,1027.1,6,NA,5.1,13.4,No,No
2013-07-28,Albury,3,16.1,0.2,NA,NA,NE,35,NA,NE,0,24,98,56,1027.5,1021.7,NA,NA,6.2,16,No,Yes
2013-07-29,Albury,6.2,17.7,5,NA,NA,NNE,52,NE,NNE,9,19,87,70,1021.6,1018.5,7,8,12.4,15.9,Yes,No
2013-07-30,Albury,5.7,13.2,0.2,NA,NA,W,24,NA,WNW,0,17,100,90,1021.4,1021.4,8,8,9.7,11.1,No,No
2013-07-31,Albury,5,14.5,0,NA,NA,ESE,17,NA,SSW,0,4,100,72,1025.8,1023.4,8,2,5.6,13.9,No,No
2013-08-01,Albury,2.8,14.3,0,NA,NA,ESE,13,E,E,4,9,100,65,1024.3,1020.3,7,1,7,13.8,No,No
2013-08-02,Albury,7,15.9,0,NA,NA,WNW,52,NA,NNW,0,24,87,55,1016.3,1012.1,8,8,10.1,14.2,No,Yes
2013-08-03,Albury,4.7,10.4,1.2,NA,NA,NNW,43,WNW,NNE,13,17,87,83,1018.6,1014.5,1,8,6.3,9.3,Yes,No
2013-08-04,Albury,6.3,13.1,1,NA,NA,WNW,48,NW,WNW,15,19,89,62,1015.3,1015.6,8,3,8.4,12,No,Yes
2013-08-05,Albury,7.4,13.3,1.6,NA,NA,N,26,NNW,N,13,15,96,85,1017.6,1014.5,8,8,8.1,11.7,Yes,Yes
2013-08-06,Albury,8,13.6,2.8,NA,NA,WNW,37,NW,WNW,24,20,74,68,1009.2,1010,8,8,12.5,13.1,Yes,No
2013-08-07,Albury,3.4,11.5,0.4,NA,NA,NE,28,N,N,7,11,94,89,1014.4,1010.7,8,8,7.6,10.2,No,Yes
2013-08-08,Albury,5.9,15.9,8.2,NA,NA,ENE,37,WSW,E,9,6,81,55,1014.4,1015,NA,NA,8.4,13.8,Yes,No
2013-08-09,Albury,2.6,11.2,0,NA,NA,NNW,20,ENE,N,9,11,95,85,1019.8,1016.6,8,8,7.2,10.4,No,Yes
2013-08-10,Albury,5.7,16.6,2.8,NA,NA,WNW,22,NA,WSW,0,13,95,62,1017.9,1016.7,NA,NA,9.6,16,Yes,No
2013-08-11,Albury,2.9,15.6,0,NA,NA,NE,20,S,NNE,9,13,100,58,1019.2,1014.9,8,8,5.8,14.9,No,Yes
2013-08-12,Albury,5.8,14.9,17.2,NA,NA,W,69,NW,W,31,44,94,54,1004.3,1006,8,NA,12.7,13,Yes,Yes
2013-08-13,Albury,4.6,14.5,1.2,NA,NA,NW,41,WNW,NW,17,15,79,57,1015.8,1014.9,8,8,9.1,12.6,Yes,No
2013-08-14,Albury,7.4,18.4,0,NA,NA,W,56,N,NW,13,20,65,58,1011.6,1005.9,NA,8,11.8,15.7,No,Yes
2013-08-15,Albury,1.8,14.1,6.6,NA,NA,W,20,W,WNW,11,11,84,60,1022.8,1021.5,NA,8,6.5,13.3,Yes,No
2013-08-16,Albury,2.1,16.2,0,NA,NA,N,57,ESE,NE,9,26,100,45,1021.4,1012.2,8,NA,6.4,16.1,No,Yes
2013-08-17,Albury,6.4,14.4,3.8,NA,NA,N,44,WSW,NW,9,15,78,58,1010.9,1011.5,8,8,10.4,14,Yes,No
2013-08-18,Albury,4.7,18.3,0.6,NA,NA,NNW,50,NE,NNW,13,33,79,43,1015.2,1009.7,8,NA,9.1,18.1,No,Yes
2013-08-19,Albury,6.6,11.3,6,NA,NA,SW,52,W,WNW,17,20,85,72,1013,1011.1,8,NA,7.8,8.3,Yes,Yes
2013-08-20,Albury,1.5,10.7,9.8,NA,NA,WNW,35,W,WNW,17,22,86,63,1017.6,1016.2,NA,8,4.8,9.8,Yes,No
2013-08-21,Albury,2.2,11,0.2,NA,NA,WNW,28,WSW,WNW,11,11,94,67,1018.4,1015.5,8,8,6.4,10.4,No,Yes
2013-08-22,Albury,6.4,11.9,4.2,NA,NA,WNW,44,NW,W,15,17,89,85,1012.6,1010.6,8,8,8.7,10.7,Yes,Yes
2013-08-23,Albury,8.6,12.3,8.8,NA,NA,WNW,44,NW,WNW,22,19,94,94,1011.6,1011.9,8,8,10.1,11.4,Yes,Yes
2013-08-24,Albury,6,15,4.2,NA,NA,W,22,ENE,NA,9,0,100,75,1023.3,1023.8,8,8,9,13.6,Yes,No
2013-08-25,Albury,8.1,16.2,0,NA,NA,W,24,E,WNW,7,15,87,64,1026.6,1024.4,8,8,11.8,15.1,No,No
2013-08-26,Albury,9.5,17.1,0,NA,NA,WNW,28,S,W,2,9,76,61,1025.9,1023.4,8,8,12.2,16.3,No,No
2013-08-27,Albury,8.1,17.8,0.4,NA,NA,ENE,17,NNE,ESE,2,7,91,60,1023.9,1019.7,NA,NA,10.6,17.2,No,No
2013-08-28,Albury,5.4,20.8,0,NA,NA,ENE,20,ENE,SE,9,11,91,59,1022.1,1018.5,NA,NA,11.3,19.7,No,Yes
2013-08-29,Albury,9.8,20,2.8,NA,NA,WNW,57,E,NE,11,26,84,51,1018.8,1011.4,5,1,15,19.4,Yes,Yes
2013-08-30,Albury,10.2,18.5,3.6,NA,NA,NW,30,NW,WNW,15,13,67,61,1016.5,1015,NA,7,14.9,17.2,Yes,No
2013-08-31,Albury,6.1,20.7,0.2,NA,NA,ESE,20,E,SSE,7,6,88,45,1022.3,1020.8,NA,NA,12.5,20.2,No,No
2013-09-01,Albury,5.3,22.2,0,NA,NA,ENE,17,ESE,S,7,9,80,53,1028.5,1025.8,NA,NA,12.1,20.7,No,No
2013-09-02,Albury,7,23.8,0,NA,NA,E,15,NA,E,0,7,74,42,1031.7,1029.4,NA,NA,13.6,23.4,No,No
2013-09-03,Albury,8,23.3,0,NA,NA,ESE,15,N,S,2,6,80,51,1033.3,1029.8,NA,NA,14.7,23,No,No
2013-09-04,Albury,7.5,23.7,0,NA,NA,WSW,54,ESE,NNE,7,17,82,51,1031.8,1026.8,NA,NA,15,22.7,No,No
2013-09-05,Albury,11.9,22.6,0,NA,NA,NNE,28,E,NNE,4,11,79,51,1027.8,1024.5,NA,2,17,21.7,No,No
2013-09-06,Albury,13.6,20.9,0,NA,NA,W,22,ESE,SW,7,7,82,61,1026.6,1023.4,8,8,16.7,20.8,No,No
2013-09-07,Albury,10.1,19.8,0,NA,NA,WSW,33,NA,W,0,22,73,50,1024.9,1023.3,1,NA,15.2,18.8,No,No
2013-09-08,Albury,4.8,18.8,0.2,NA,NA,WNW,30,E,W,6,15,75,36,1027.2,1023.8,NA,NA,12,18.4,No,No
2013-09-09,Albury,7.9,23.4,0,NA,NA,W,52,E,NNE,7,17,73,47,1019.1,1010.2,NA,NA,12.6,22,No,No
2013-09-10,Albury,12.5,17.5,0,NA,NA,WNW,50,NNW,WNW,15,24,80,54,1008.1,1006.8,8,NA,14.1,17.4,No,No
2013-09-11,Albury,6.2,16,0.4,NA,NA,WNW,35,WNW,WNW,15,26,79,64,1013.7,1012,7,7,9.8,14.5,No,No
2013-09-12,Albury,2.4,15.4,0,NA,NA,W,46,NA,WNW,0,24,81,50,1016.4,1014.8,NA,NA,9.7,15.3,No,No
2013-09-13,Albury,2.6,14.7,0,NA,NA,S,26,S,SSE,7,15,67,50,1018.9,1015.3,NA,8,7.9,13.2,No,No
2013-09-14,Albury,6.4,19.3,0.8,NA,NA,WNW,28,ENE,W,4,15,73,53,1015.1,1013,NA,8,12.9,17.4,No,No
2013-09-15,Albury,3.7,20.3,0.2,NA,NA,NNE,50,SE,E,13,7,84,48,1018.6,1014.6,NA,NA,11.7,19.3,No,Yes
2013-09-16,Albury,7.7,13.6,3.2,NA,NA,SE,30,SE,ESE,7,9,93,99,1012.7,1006.8,7,7,10.9,12.1,Yes,Yes
2013-09-17,Albury,10.8,18.4,37.4,NA,NA,WNW,35,SE,W,7,22,100,82,1002.2,999.6,8,8,13.4,16.5,Yes,No
2013-09-18,Albury,11.2,18.7,0.2,NA,NA,WNW,70,WNW,NW,11,11,92,76,1003,999.6,8,8,13.3,16,No,Yes
2013-09-19,Albury,7.7,14,1.2,NA,NA,NW,39,W,WNW,20,20,79,67,1008.7,1007.6,5,8,9.7,12.8,Yes,Yes
2013-09-20,Albury,7.3,14.9,2,NA,NA,W,43,WNW,W,22,19,87,72,1009.1,1010.7,8,6,9.4,13.6,Yes,No
2013-09-21,Albury,5.2,17.6,0.4,NA,NA,WSW,26,N,W,4,13,100,47,1016.8,1014.1,8,NA,9.7,17.2,No,No
2013-09-22,Albury,5.8,20.4,0.2,NA,NA,E,30,SE,NE,11,13,94,56,1015.5,1010.6,8,NA,9.6,19.7,No,No
2013-09-23,Albury,6.1,23.9,0.2,NA,NA,NE,31,SE,ENE,7,17,77,47,1011,1006,NA,NA,14.2,23,No,No
2013-09-24,Albury,14.2,22.3,0,NA,NA,WNW,39,SSW,WNW,4,22,63,47,1004.4,1005.2,NA,NA,16.9,21.5,No,No
2013-09-25,Albury,10.6,24,0.2,NA,NA,WNW,31,E,NW,6,13,68,44,1009,1007.4,1,NA,18,23.7,No,No
2013-09-26,Albury,10.3,16.7,0.8,NA,NA,W,70,WNW,W,35,35,84,50,1006.6,1011.3,8,6,10.3,15,No,Yes
2013-09-27,Albury,2.6,18.5,3.6,NA,NA,ENE,22,E,NNE,9,13,74,43,1020.8,1015.5,NA,NA,10.7,18.2,Yes,No
2013-09-28,Albury,7.4,16.9,0,NA,NA,WNW,59,WNW,W,30,31,64,46,1013.7,1012.6,NA,8,12.8,15.3,No,No
2013-09-29,Albury,3.7,20,0,NA,NA,NNW,26,SSE,N,4,13,75,51,1018.6,1015.6,NA,1,11.6,19.7,No,No
2013-09-30,Albury,7,26.4,0,NA,NA,NNE,50,E,NNE,6,28,70,42,1014.4,1007,NA,NA,15.8,25.6,No,Yes
2013-10-01,Albury,15.8,17.2,1.6,NA,NA,WNW,72,N,WNW,17,30,87,56,1002.9,1008,8,8,16.3,15.7,Yes,Yes
2013-10-02,Albury,3.7,19.7,4,NA,NA,WNW,80,NNE,NNW,22,28,64,41,1014.2,1006.1,NA,7,13.3,19.2,Yes,No
2013-10-03,Albury,6.8,16.5,1,NA,NA,W,43,WSW,W,24,28,64,48,1016.3,1017.8,NA,4,11.3,16,No,No
2013-10-04,Albury,3.2,18.9,0,NA,NA,SW,20,SSE,WNW,7,9,74,48,1024,1019.7,NA,NA,10.6,18.2,No,No
2013-10-05,Albury,5.5,21.7,0,NA,NA,NNW,28,SE,NNE,9,13,83,50,1018.4,1013.2,NA,NA,12.5,19.9,No,No
2013-10-06,Albury,6.2,22.9,0,NA,NA,W,41,NA,NNW,0,17,76,46,1009.1,1006.2,NA,NA,13.2,21.3,No,No
2013-10-07,Albury,4.9,20.1,0,NA,NA,NW,31,ESE,WNW,6,13,77,51,1012.7,1011,NA,1,11.9,18.2,No,No
2013-10-08,Albury,5.6,20.6,0,NA,NA,WNW,31,ENE,NW,4,19,69,48,1016.6,1016.1,NA,4,13.4,19.7,No,No
2013-10-09,Albury,5.6,24.3,0,NA,NA,NNE,28,SE,N,9,15,83,45,1019.9,1015.2,NA,NA,11.9,23.2,No,No
2013-10-10,Albury,11.1,26,0,NA,NA,ENE,28,ENE,S,7,11,68,50,1007.7,1003.4,NA,NA,17.4,25.9,No,NA
2013-10-11,Albury,NA,18.5,NA,NA,NA,W,37,W,WNW,17,17,73,52,1016.4,1015.8,NA,1,11.4,17.8,NA,No
2013-10-12,Albury,5.2,23.1,0,NA,NA,N,28,E,N,6,9,78,38,1016.3,1010.9,NA,NA,12,21.9,No,No
2013-10-13,Albury,6.8,24.7,0,NA,NA,W,61,NA,W,0,35,70,61,1001.9,1001.6,NA,8,14.6,17,No,Yes
2013-10-14,Albury,4.6,15.5,2.2,NA,NA,WNW,44,WNW,WSW,15,24,77,49,1018.4,1018.5,1,7,8.1,13.7,Yes,No
2013-10-15,Albury,2.5,20.1,0,NA,NA,NNE,30,ESE,S,2,6,81,42,1024.5,1020.9,NA,3,9.3,18.2,No,No
2013-10-16,Albury,3.8,25.5,0,NA,NA,N,50,ESE,NNW,6,35,75,21,1017.4,1009.8,NA,NA,11.2,24.4,No,No
2013-10-17,Albury,11.2,17.7,0,NA,NA,WNW,69,WNW,WNW,26,46,62,43,1006.3,1012,8,1,13.9,14.8,No,No
2013-10-18,Albury,0.8,18.9,0,NA,NA,E,22,SE,NNW,6,11,72,40,1027.1,1025.3,NA,NA,8.6,17.9,No,No
2013-10-19,Albury,3.6,24.7,0,NA,NA,E,28,E,ENE,11,13,75,26,1027.2,1021.7,NA,NA,12.7,23.7,No,No
2013-10-20,Albury,7.4,29.7,0,NA,NA,ENE,33,SSE,ENE,6,19,67,29,1019.4,1014.6,NA,NA,13.9,28.8,No,No
2013-10-21,Albury,10.8,27.6,0,NA,NA,WSW,33,SSE,E,7,9,64,45,1013.7,1012.1,NA,NA,18.8,26.6,No,Yes
2013-10-22,Albury,16,26.2,2.8,NA,NA,NW,52,NA,ENE,0,24,81,60,1011.1,1007.4,NA,2,19.1,25.7,Yes,Yes
2013-10-23,Albury,13.3,18.2,2.6,NA,NA,NW,46,NW,WNW,17,20,90,87,1008.4,1010.5,8,8,13.8,14.6,Yes,No
2013-10-24,Albury,7.9,16.5,0.4,NA,NA,W,56,WSW,WSW,26,22,62,37,1017.6,1019.2,6,8,10.1,14.2,No,No
2013-10-25,Albury,2.1,17.5,0,NA,NA,WNW,35,WNW,WNW,7,26,64,45,1025.5,1022.8,NA,7,10,15.7,No,No
2013-10-26,Albury,5,19.7,0,NA,NA,WNW,37,W,WSW,11,19,61,46,1024.2,1022.3,NA,2,12.9,18.7,No,No
2013-10-27,Albury,5.3,21.3,0,NA,NA,NNW,22,SSE,WSW,6,13,68,36,1023.8,1020.6,NA,NA,11.9,20.3,No,No
